0.000	0.000	49.000
1.000	2.000	49.000
2.000	4.000	49.000
3.000	6.000	49.000
4.000	8.000	49.000
5.000	10.000	49.000
6.000	12.000	49.000
7.000	14.000	49.000
8.000	16.000	49.000
9.000	18.000	49.000
10.000	20.000	49.000
11.000	22.000	49.000
12.000	24.000	49.000
13.000	26.000	49.000
14.000	28.000	49.000
15.000	30.000	49.000
16.000	32.000	49.000
17.000	34.000	49.000
18.000	36.000	49.000
19.000	38.000	49.000
20.000	40.000	49.000
21.000	42.000	49.000
22.000	44.000	49.000
23.000	0.000	47.000
24.000	2.000	47.000
25.000	4.000	47.000
26.000	6.000	47.000
27.000	8.000	47.000
28.000	10.000	47.000
29.000	12.000	47.000
30.000	14.000	47.000
31.000	16.000	47.000
32.000	18.000	47.000
33.000	20.000	47.000
34.000	22.000	47.000
35.000	24.000	47.000
36.000	26.000	47.000
37.000	28.000	47.000
38.000	30.000	47.000
39.000	32.000	47.000
40.000	34.000	47.000
41.000	36.000	47.000
42.000	38.000	47.000
43.000	40.000	47.000
44.000	42.000	47.000
45.000	44.000	47.000
46.000	0.000	45.000
47.000	2.000	45.000
48.000	4.000	45.000
49.000	6.000	45.000
50.000	8.000	45.000
51.000	10.000	45.000
52.000	12.000	45.000
53.000	14.000	45.000
54.000	16.000	45.000
55.000	18.000	45.000
56.000	20.000	45.000
57.000	22.000	45.000
58.000	24.000	45.000
59.000	26.000	45.000
60.000	28.000	45.000
61.000	30.000	45.000
62.000	32.000	45.000
63.000	34.000	45.000
64.000	36.000	45.000
65.000	38.000	45.000
66.000	40.000	45.000
67.000	42.000	45.000
68.000	44.000	45.000
69.000	0.000	43.000
70.000	2.000	43.000
71.000	4.000	43.000
72.000	6.000	43.000
73.000	8.000	43.000
74.000	10.000	43.000
75.000	12.000	43.000
76.000	14.000	43.000
77.000	16.000	43.000
78.000	18.000	43.000
79.000	20.000	43.000
80.000	22.000	43.000
81.000	24.000	43.000
82.000	26.000	43.000
83.000	28.000	43.000
84.000	30.000	43.000
85.000	32.000	43.000
86.000	34.000	43.000
87.000	36.000	43.000
88.000	38.000	43.000
89.000	40.000	43.000
90.000	42.000	43.000
91.000	44.000	43.000
92.000	0.000	41.000
93.000	2.000	41.000
94.000	4.000	41.000
95.000	6.000	41.000
96.000	8.000	41.000
97.000	10.000	41.000
98.000	12.000	41.000
99.000	14.000	41.000
100.000	16.000	41.000
101.000	18.000	41.000
102.000	20.000	41.000
103.000	22.000	41.000
104.000	24.000	41.000
105.000	26.000	41.000
106.000	28.000	41.000
107.000	30.000	41.000
108.000	32.000	41.000
109.000	34.000	41.000
110.000	36.000	41.000
111.000	38.000	41.000
112.000	40.000	41.000
113.000	42.000	41.000
114.000	44.000	41.000
115.000	0.000	39.000
116.000	2.000	39.000
117.000	4.000	39.000
118.000	6.000	39.000
119.000	8.000	39.000
120.000	10.000	39.000
121.000	12.000	39.000
122.000	14.000	39.000
123.000	16.000	39.000
124.000	18.000	39.000
125.000	20.000	39.000
126.000	22.000	39.000
127.000	24.000	39.000
128.000	26.000	39.000
129.000	28.000	39.000
130.000	30.000	39.000
131.000	32.000	39.000
132.000	34.000	39.000
133.000	36.000	39.000
134.000	38.000	39.000
135.000	40.000	39.000
136.000	42.000	39.000
137.000	44.000	39.000
138.000	0.000	37.000
139.000	2.000	37.000
140.000	4.000	37.000
141.000	6.000	37.000
142.000	8.000	37.000
143.000	10.000	37.000
144.000	12.000	37.000
145.000	14.000	37.000
146.000	16.000	37.000
147.000	18.000	37.000
148.000	20.000	37.000
149.000	22.000	37.000
150.000	24.000	37.000
151.000	26.000	37.000
152.000	28.000	37.000
153.000	30.000	37.000
154.000	32.000	37.000
155.000	34.000	37.000
156.000	36.000	37.000
157.000	38.000	37.000
158.000	40.000	37.000
159.000	42.000	37.000
160.000	44.000	37.000
161.000	0.000	35.000
162.000	2.000	35.000
163.000	4.000	35.000
164.000	6.000	35.000
165.000	8.000	35.000
166.000	10.000	35.000
167.000	12.000	35.000
168.000	14.000	35.000
169.000	16.000	35.000
170.000	18.000	35.000
171.000	20.000	35.000
172.000	22.000	35.000
173.000	24.000	35.000
174.000	26.000	35.000
175.000	28.000	35.000
176.000	30.000	35.000
177.000	32.000	35.000
178.000	34.000	35.000
179.000	36.000	35.000
180.000	38.000	35.000
181.000	40.000	35.000
182.000	42.000	35.000
183.000	44.000	35.000
184.000	0.000	33.000
185.000	2.000	33.000
186.000	4.000	33.000
187.000	6.000	33.000
188.000	8.000	33.000
189.000	10.000	33.000
190.000	12.000	33.000
191.000	14.000	33.000
192.000	16.000	33.000
193.000	18.000	33.000
194.000	20.000	33.000
195.000	22.000	33.000
196.000	24.000	33.000
197.000	26.000	33.000
198.000	28.000	33.000
199.000	30.000	33.000
200.000	32.000	33.000
201.000	34.000	33.000
202.000	36.000	33.000
203.000	38.000	33.000
204.000	40.000	33.000
205.000	42.000	33.000
206.000	44.000	33.000
207.000	0.000	31.000
208.000	2.000	31.000
209.000	4.000	31.000
210.000	6.000	31.000
211.000	8.000	31.000
212.000	10.000	31.000
213.000	12.000	31.000
214.000	14.000	31.000
215.000	16.000	31.000
216.000	18.000	31.000
217.000	20.000	31.000
218.000	22.000	31.000
219.000	24.000	31.000
220.000	26.000	31.000
221.000	28.000	31.000
222.000	30.000	31.000
223.000	32.000	31.000
224.000	34.000	31.000
225.000	36.000	31.000
226.000	38.000	31.000
227.000	40.000	31.000
228.000	42.000	31.000
229.000	44.000	31.000
230.000	0.000	29.000
231.000	2.000	29.000
232.000	4.000	29.000
233.000	6.000	29.000
234.000	8.000	29.000
235.000	10.000	29.000
236.000	12.000	29.000
237.000	14.000	29.000
238.000	16.000	29.000
239.000	18.000	29.000
240.000	20.000	29.000
241.000	22.000	29.000
242.000	24.000	29.000
243.000	26.000	29.000
244.000	28.000	29.000
245.000	30.000	29.000
246.000	32.000	29.000
247.000	34.000	29.000
248.000	36.000	29.000
249.000	38.000	29.000
250.000	40.000	29.000
251.000	42.000	29.000
252.000	44.000	29.000
253.000	0.000	27.000
254.000	2.000	27.000
255.000	4.000	27.000
256.000	6.000	27.000
257.000	8.000	27.000
258.000	10.000	27.000
259.000	12.000	27.000
260.000	14.000	27.000
