261.000	16.000	27.000
262.000	18.000	27.000
263.000	20.000	27.000
264.000	22.000	27.000
265.000	24.000	27.000
266.000	26.000	27.000
267.000	28.000	27.000
268.000	30.000	27.000
269.000	32.000	27.000
270.000	34.000	27.000
271.000	36.000	27.000
272.000	38.000	27.000
273.000	40.000	27.000
274.000	42.000	27.000
275.000	44.000	27.000
